source,target,capacity
161,142,57
161,143,35
161,146,19
161,156,30
161,197,61
162,3,56
162,30,50
162,56,14
162,77,47
162,110,43
162,112,31
162,135,59
162,171,69
163,8,20
163,13,22
163,21,30
163,29,38
163,33,70
163,35,60
163,43,13
163,53,29
163,54,3
163,59,5
163,67,54
163,68,24
163,72,55
163,80,12
163,91,12
163,94,43
163,114,23
163,118,13
163,119,66
163,122,39
163,137,15
163,138,67
163,143,38
163,144,14
163,146,27
163,156,25
163,157,4
163,160,33
163,161,46
163,175,32
164,2,6
164,27,5
164,34,3
164,37,22
164,38,70
164,39,7
164,48,67
164,49,65
164,62,62
164,63,65
164,66,35
164,73,15
164,78,50
164,84,43
164,85,49
164,86,55
164,90,11
164,107,51
164,126,57
164,129,36
164,130,54
164,139,66
164,191,42
165,16,6
165,24,10
165,56,43
165,57,40
165,61,22
165,81,52
165,82,64
165,88,14
165,104,60
165,109,43
165,128,5
165,136,43
165,148,3
165,149,34
165,155,8
165,158,18
166,2,23
166,22,21
166,34,2
166,37,57
166,45,46
166,46,36
166,48,21
166,56,21
166,60,31
166,64,51
166,73,15
166,102,70
166,104,12
166,106,10
166,109,48
166,115,5
166,121,69
166,125,4
166,127,9
166,129,32
166,136,33
166,147,23
166,148,31
166,151,40
166,152,1
166,158,48
166,169,29
166,179,19
166,187,64
167,5,29
167,10,48
167,12,27
167,13,12
167,19,23
167,28,1
167,36,50
167,43,47
167,47,36
167,70,39
167,74,5
167,75,4
167,98,13
167,108,70
167,123,24
167,133,26
167,141,44
167,156,8
168,8,42
168,16,31
168,21,50
168,45,38
168,61,60
168,71,11
168,82,58
168,88,32
168,92,54
168,104,2
168,106,36
168,109,20
168,124,7
168,125,45
168,135,57
168,136,5
168,148,24
168,151,57
168,154,62
168,157,5
168,165,15
168,166,59
169,8,49
169,15,12
169,20,49
169,31,37
169,46,9
169,53,10
169,54,58
169,59,42
169,82,56
169,88,53
169,92,36
169,109,67
169,115,6
169,118,53
169,125,27
169,136,26
169,140,44
169,148,25
169,151,61
169,154,21
169,157,68
169,159,23
169,168,64
169,170,64
169,180,16
170,16,65
170,30,60
170,45,30
170,46,69
170,56,53
170,61,31
170,71,5
170,77,62
170,79,7
170,82,29
170,92,12
170,104,36
170,109,36
170,124,19
170,125,57
170,127,12
170,128,3
170,148,59
170,157,7
170,158,19
170,159,36
170,165,25
170,166,3
170,168,10
171,17,9
171,30,56
171,45,32
171,51,36
171,77,26
171,79,31
171,110,56
171,124,9
171,127,67
171,135,39
171,147,24
171,152,44
171,185,49
171,189,35
172,2,12
172,4,63
172,25,15
172,34,53
172,37,36
172,38,57
172,48,4
172,49,36
172,52,24
172,63,58
172,65,14
172,73,9
172,115,2
172,121,4
172,126,22
172,130,17
172,147,57
172,150,54
172,153,50
172,164,68
172,166,21
172,179,17
172,187,39
173,1,26
173,26,35
173,35,15
173,41,33
173,42,59
173,57,35
173,69,14
173,76,41
173,81,29
173,83,38
173,87,69
173,95,48
173,96,26
173,99,41
173,105,66
173,119,64
173,144,64
173,146,7
173,155,1
173,181,61
173,190,7
174,5,19
174,9,40
174,12,33
174,13,1
174,29,17
174,36,27
174,43,14
174,47,10
174,70,61
174,74,16
174,75,41
174,123,15
174,133,11
174,141,56
174,156,68
174,167,70
175,0,18
175,6,69
175,9,70
175,14,5
175,15,22
175,18,38
175,21,44
175,23,6
175,29,3
175,31,1
175,35,61
175,43,49
175,53,8
175,54,1
175,59,29
175,67,5
175,68,40
175,69,59
175,70,27
175,72,54
175,74,47
175,80,14
175,91,49
175,103,38
175,111,8
175,113,52
175,117,29
175,118,53
175,131,41
175,138,60
175,142,20
175,154,52
175,157,67
175,169,38
175,177,28
175,180,68
175,193,67
176,0,42
176,6,19
176,8,34
176,9,39
176,14,42
176,15,9
176,19,34
176,21,59
176,23,46
176,29,5
176,31,6
176,35,15
176,43,9
176,50,7
176,53,27
176,54,1
176,59,28
176,67,35
176,70,20
176,72,2
176,74,6
176,80,51
176,111,5
176,113,51
176,118,66
176,131,62
176,134,69
176,138,5
176,140,43
176,142,1
176,154,2
176,163,54
176,169,26
176,175,39
176,180,37
177,6,55
177,8,6
177,14,48
177,15,70
177,21,46
177,24,16
177,33,63
177,35,58
177,41,19
177,42,16
177,57,1
177,58,24
177,59,25
177,67,3
177,69,43
177,72,18
177,81,58
177,82,64
177,118,32
177,119,24
177,122,65
177,125,23
177,138,25
177,142,41
177,157,45
177,163,28
177,173,42
177,181,57
177,184,39
178,4,61
178,17,4
178,25,66
178,45,23
178,52,29
178,56,22
178,60,9
178,64,10
178,73,32
178,77,14
178,79,14
178,92,30
178,104,8
178,121,54
178,124,41
178,127,6
178,136,14
178,152,24
178,153,17
178,159,62
178,166,9
178,170,26
178,171,30
178,172,69
178,182,43
179,2,67
179,20,13
179,22,18
179,31,16
179,37,33
179,48,48
179,52,56
179,60,17
179,63,41
179,64,31
179,66,69
179,73,15
179,85,9
179,89,50
179,106,40
179,113,57
179,115,50
179,120,13
179,121,66
179,126,4
179,129,41
179,134,28
179,147,33
179,153,18
179,154,67
179,159,59
179,169,35
179,178,10
179,182,2
179,195,36
180,0,65
180,6,57
180,14,50
180,15,5
180,29,30
180,53,41
180,54,22
180,59,45
180,67,1
180,69,3
180,72,5
180,75,10
180,80,49
180,88,15
180,91,41
180,106,14
180,109,5
180,118,12
180,119,30
180,125,45
180,131,1
180,138,50
180,140,31
180,142,37
180,144,69
180,148,1
180,157,23
180,163,60
180,177,42
181,8,52
181,15,19
181,33,44
181,35,11
181,42,47
181,54,20
181,58,53
181,59,67
181,67,19
181,69,45
181,76,65
181,83,42
181,87,25
181,91,3
181,95,48
181,99,36
181,105,8
181,111,33
181,114,5
181,116,27
181,119,32
181,137,11
181,138,29
181,142,65
181,143,31
181,144,45
181,146,34
181,157,24
181,160,44
181,161,67
181,163,31
181,180,2
181,186,18
181,192,21
182,4,61
182,25,40
182,37,4
182,48,41
182,52,64
182,64,47
182,73,10
182,77,28
182,79,26
182,92,23
182,110,3
182,121,56
182,127,40
182,147,24
182,151,50
182,153,1
182,166,36
182,171,11
182,172,7
183,4,1
183,25,47
183,37,8
183,48,5
183,65,38
183,73,52
183,121,9
183,147,58
183,150,47
183,152,64
183,153,39
183,172,29
183,178,60
183,182,66
184,1,41
184,24,43
184,26,49
184,41,20
184,42,64
184,54,29
184,57,13
184,76,37
184,81,49
184,83,23
184,95,37
184,99,46
184,142,33
184,144,5
184,146,69
184,155,42
184,173,26
184,181,53
184,192,48
185,3,65
185,16,27
185,17,14
185,44,69
185,51,44
185,56,50
185,71,62
185,77,2
185,100,31
185,104,8
185,112,47
185,124,29
185,135,70
185,136,69
185,151,53
185,162,12
185,165,17
185,168,56
185,170,53
186,1,9
186,24,61
186,26,53
186,33,50
186,41,45
186,54,30
186,58,46
186,69,8
186,76,29
186,81,67
186,83,22
186,87,13
186,96,17
186,99,40
186,105,55
186,114,53
186,116,67
186,119,11
186,142,55
186,143,23
186,144,23
186,146,21
186,160,49
186,163,31
186,173,49
186,177,21
186,184,28
186,192,1
187,4,48
187,20,30
187,22,19
187,31,28
187,37,48
187,48,8
187,52,18
187,60,41
187,63,65
187,64,63
187,73,63
187,92,30
187,102,50
187,106,27
187,113,22
187,120,14
187,121,55
187,129,48
187,130,62
187,140,38
187,147,40
187,150,24
187,151,16
187,152,45
187,153,68
187,159,18
187,178,17
187,179,12
187,182,50
187,198,29
188,3,65
188,30,52
188,44,66
188,45,56
188,51,61
188,56,24
188,77,7
188,110,41
188,112,6
188,124,56
188,135,10
188,162,6
188,171,68
188,185,13
189,30,65
189,56,30
189,61,32
189,71,28
189,77,44
189,79,61
189,100,49
189,112,6
189,124,66
189,162,28
189,185,41
189,188,45
190,24,26
190,41,63
190,42,8
190,81,66
190,99,29
190,144,11
190,149,59
190,165,30
190,184,1
190,186,53
190,194,21
191,2,3
191,7,50
191,11,58
191,18,5
191,27,67
191,34,68
191,38,43
191,48,29
191,50,63
191,55,2
191,62,50
191,66,59
191,78,30
191,85,45
191,86,2
191,89,56
191,90,53
191,97,53
191,115,35
191,117,48
191,126,8
191,129,18
191,130,39
191,134,19
191,139,20
191,145,51
191,172,13
191,179,15
192,1,21
192,33,12
192,58,24
192,67,4
192,69,57
192,76,33
192,94,54
192,95,1
192,96,15
192,99,31
192,105,27
192,114,5
192,116,38
192,122,64
192,137,51
192,142,61
192,143,52
192,161,62
192,163,27
192,173,55
193,12,51
193,13,18
193,14,58
193,19,11
193,23,44
193,29,4
193,36,5
193,43,29
193,67,7
193,68,60
193,70,25
193,74,55
193,80,32
193,91,45
193,94,7
193,111,11
193,133,9
193,137,67
193,138,1
193,141,22
193,156,30
193,161,35
193,163,11
193,167,48
193,174,5
193,176,15
194,41,46
194,61,61
194,71,67
194,82,54
194,100,66
194,128,46
194,149,60
194,155,63
194,165,19
195,2,42
195,20,5
195,31,50
195,34,36
195,52,4
195,60,66
195,63,70
195,64,27
195,66,65
195,73,15
195,102,50
195,115,29
195,121,48
195,126,65
195,129,56
195,140,10
195,147,8
195,153,55
195,164,14
195,166,43
195,172,51
195,178,43
195,182,6
195,187,37
195,191,50
195,198,17
196,5,28
196,10,10
196,12,48
196,19,13
196,23,68
196,36,42
196,47,60
196,74,51
196,93,53
196,98,55
196,101,70
196,108,49
196,123,56
196,167,23
196,174,49
197,6,50
197,9,27
197,13,57
197,14,61
197,23,64
197,29,19
197,43,18
197,53,42
197,58,63
197,59,43
197,67,11
197,68,38
197,70,44
197,74,68
197,75,26
197,80,60
197,91,41
197,94,28
197,111,61
197,114,40
197,119,7
197,122,47
197,131,35
197,133,32
197,137,8
197,138,29
197,141,69
197,143,46
197,160,37
197,163,56
197,167,30
197,174,26
197,175,25
197,176,64
197,180,46
197,193,29
198,4,10
198,17,28
198,25,64
198,37,31
198,39,67
198,48,65
198,60,45
198,65,63
198,73,5
198,121,45
198,130,45
198,147,57
198,150,56
198,172,5
198,178,29
198,179,47
198,182,70
198,183,39
199,5,69
199,7,58
199,10,46
199,11,18
199,27,61
199,40,1
199,55,70
199,62,46
199,78,10
199,90,20
199,93,4
199,98,22
199,103,30
199,132,62
